song_id,artist,title,lyrics,emotion
690,Cole Swindell,Never Say Never,"
I never say never with you, I end up together with you

It's Hell and it's Heaven with you, baby

Anything's possible, the highs are unstoppable

It's so uncontrollable, it's crazy

We say we won't and then we do

You're all I want, I never say never with you


You got a touch that kills me, makes me feel alive

Couldn't turn me off, yeah, even if you tried

So keep turnin' me on and turn out the lights

Who knows tonight, we might get it right",
691,Scotty McCreery,Damn Strait,"
Baby Blue was the color of her eyes

I can still see them in my mind

Probably will for the rest of my life


Damn Strait, you’re killing me man

You know I’ve always been your biggest fan

Now I can’t even listen

‘Cause I’ll get to missin’ her

Then thehurt gets worse",
692,Tate McRae,She's All I Wanna Be,"
If you say, ""She's nothing to worry about""

Then why'd you close your eyes when you said it out loud?


Stupid boy making me so sad

Didn't think you could change this fast

She's got everythin' that I don't have

How could I ever compete with that?

I know you'll go and change your mind

One day wake up and you're bored with mine

She's got everything that I don't have

And shе's all I wanna be, all I wanna be so bad, so bad

She's got еverything that I don't have

Mhm",
693,Jon Pardi,Last Night Lonely,"
Yeah, you could be the last first name that's ever been worth asking

Yeah, you could be the last phone number I write down on a napkin

Yeah, you could be the last girl that I take back home to Mama

The last time that we're talked about in this small-town drama


It's gonna be the last night coming in here, drinking all by yourself

The last time giving your heart away to someone else

Yeah, we could be some history in the making girl, tonight

Might be your last night lonely

It could be your last night lonely",
694,Ernest,Flower Shops,"
Well, I took some pills and she took the dogs

Oh, it's all gone to hell she's gone to her mom's

And I took up drinking since she took the time

To tell me I took the best years of her life


So, buddy, I'll take your roses

If you cut off the thorns, she can't take no more

I'll buy violets and daisies to hide all the crazy, it's gonna take all you've got

It's a tough day for love but a good day for flower shops",
695,Jnr Choi,To the Moon,"Sit by myself, talking to the moon
Teh, ha, pull up the ting, gon' turn up
Teh, ha, yeah, yeah
Teh, ha, ha, pull up the ting, gon' turn up
Teh, ha, yeah, yeah
Teh, teh, teh

Pull up the ting, gon' turn up (brr)

Yeah, yeah, pull up the ting, gon' turn up

(Du-du-du-du) yeah

Ooh, yeah, come for the zoov, yeah

Pull up for certain, yeah

Come set the mood, yeah

You come like sunshine, yeah

Call me the moon

Baby girl fine, so fine, so fine

Might give her the wood, yeah

Ooh, yeah, come for the zoov, yeah

Pull up for certain, yeah

Come set the mood, yeah

You come like sunshine, yeah

Call me the moon

Baby girl fine, so fine, so fine

Might give her the wood, yeah

Teh, ha, pull up the ting, gon' turn up

Teh, ha, yeah, yeah

Teh, ha, ha, pull up the ting, gon' turn up

Teh, ha, yeah, yeah

Teh, teh, teh

Pull up the ting, gon' turn up (brr)

Yeah, yeah, pull up the ting, gon' turn up

(Du-du-du-du) ch'yeah, yeah

Pull up and make it clap

Bust it down on my jeans, make a nigga spend racks (whoa)

Pull up and make it clap

Bust it down on my jeans and end up on your back (whoa)

Pull up and make it clap

Bust it down on my jeans, make a nigga spend racks (whoa)

Pull up and make it clap

Bust it down on my jeans and end up on your back

Whine up yuh ripe pum pum

Oh, your pussy so tight, make a nigga change ways

Know I been broke not once, but twice

That's why a nigga gotta get paid (paid)

Whine up yuh ripe pum pum

Way your pussy so tight, make a nigga change ways

Know I been broke not once, but twice

That's right, a nigga really self-made

Teh, ha, pull up the ting, gon' turn up

Teh, ha, yeah, yeah

Teh, ha, ha, pull up the ting, gon' turn up

Teh, ha, yeah, yeah

Teh, teh, teh

Pull up the ting, gon' turn up (brr)

Yeah, yeah, pull up the ting, gon' turn up

(Du-du-du-du) ch'yeah, yeah",
696,Sam Smith,Unholy,"
Lucky, lucky girl, she got married to a boy like you

She'd kick you out if she ever, ever knew

'Bout all the **** you tell me that you do

Dirty, dirty boy, you know everyone is talking on the scene

I hear them whisperin' 'bout the places that you been

And how you don't know how to keep your business clean


Mummy don't know daddy's getting hot

At the body shop

Doing somethin' unholy

He's sat back while she's droppin' it

She'd be poppin' it

Yeah, she put it down slowly

Oh, eh, oh, eh, oh, he left his kids at home

Eh, oh, eh, oh, so he can get that-

Mummy don't know daddy's getting hot

At the body shop (Hehe)

Doing somethin' unholy (Woo)",
697,Kane Brown,One Mississippi,"
Oh, oh, oh, oh, oh

Well, I swear we're through with the lonely drunk and déjà vu

Oh, oh, oh, oh, oh

Five minutes out of downtown

Ain't nothin' but a countdown


One Mississippi, two Mississippi, three shots of whiskey

Are you on your way?

Way tipsy, baby, come kiss me, I can't wait, I can't wait

Mississippi, two Mississippi, three in the mornin'

We'll be on our way

So tipsy, can't stop kissin', I can't wait, I can't wait forever",
698,Maren Morris,Circles Around This Town,"
I drove circles around this town

Trying to write circles around this town

Trying to say something with meaning, something worth singing about

I've been kind and I've been ruthless

Yeah, I got here but the truth is

Thought when I hit it, it'd all look different

But I still got the pedal down

Driving circles around this town


So many times I thought about leaving

Got my ass kicked trying to compete with

Everybody else's ones that got away

Hung around long enough to catch a break",
699,Morgan Wallen,Last Night,"
I know that last night we let the liquor talk

I can't remember everything we said but we said it all

You told me that you wish I was somebody you never met

But baby, baby somethin's tellin' me this ain't over yet

No way it was our last night

No way it was our last night


No way it was the last night that we break up

I see your tail lights in the dust

You call your momma, I call your bluff

In the middle of the night, pull it right back up

Yeah my, my friends say let her go

Your friends say what the hell

I wouldn't trade your kind of love for nothin' else",
700,Miley Cyrus,Flowers,"
I can buy myself flowers

Write my name in the sand

Talk to myself for hours

Say things you don't understand

I can take myself dancing

And I can hold my own hand

Yeah, I can love me better than you can


Can love me better, I can love me better, baby

Can love me better, I can love me better, baby",
701,SZA,Kill Bill,"
I might, I might kill my ex, not the best idea

His new girlfriend's next, how'd I get here?

I might kill my ex, I still love him though

Rather be in jail than alone


I get the sense that it's a lost cause

I get the sense that you might really love her

This text gon' be evidence

The text is evidence

I try to ration with you no morals or crimes of passion, but damn

You was out of reach

You was at the farmer's market with your perfect peach

Now I'm in the basement, plan a home invasion

Now you lay your face down, got me sayin' over a beat",
702,Taylor Swift,Anti-Hero,"
It's me, hi, I'm the problem, it's me

At tea time, everybody agrees

I'll stare directly at the sun, but never in the mirror

It must be exhausting, always rooting for the anti-hero


Sometimes I feel like everybody is a sexy baby

And I'm a monster on the hill

Too big to hang out, slowly lurching towards your favorite city

Pierced through the heart, but never killed",
704,Rema,Calm Down,"
I see this fine girl, for my party she wear yellow

Every other girl they dey do too much but this girl mellow

Naim I dey find situation I go use take tell am hello

Finally I find way to talk to the girl but she no wan follow

Who you come dey form for?

Why you no wan comform?

Then I start to feel her bum-bum

But she dey gimme small-small

I know say she sabi pass that one

But she feeling insecure

'Cause her friends go dey gum her like chewing gum

Go dey gum her like chewing gum


Baby, calm down, calm down

Girl, this your body e put my heart for lockdown

For lockdown, oh lockdown

Girl you sweet like Fanta, Fanta

If I tell you say I love you no dey form yanga, oh yanga

No tell me no, no, no, no, woah, woah, woah, woah

Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh

Baby come gimme your lo-lo-lo-lo-lo-lo-lo-lo-lo-lo-lo-lo-love

You got me like woah-woah-woah-woah-woah-woah-woah-woah-woah

Shawty come gimme your lo-lo-lo-lo-lo-lo-lo-lo-lo-lo-lo-lo-love, hmmm",
706,Luke Combs,Fast Car,"
You got a fast car

And I got a plan to get us out of here

I've been working at the convenience store

Managed to save just a little bit of money

Won't have to drive too far

Just across the border and into the city

And you and I can both get jobs

Finally see what it means to be living


See, my old man's got a problem

He lives with the bottle, that's the way it is

He said his body's too old for working

His body's too young to look like his

So Mama went off and left him

She wanted more from life than he could give

I said, somebody's got to take care of him

So I quit school and that's what I did",
707,SZA,Snooze,"
I can't lose when I'm with you

How can I snooze and miss the moment?

You just too important

Nobody do body like you do

I can't lose when I'm with you

I can't just snooze and miss the moment

You just too important

Nobody do body like you do, you do


In a droptop ride with you, I feel like Scarface (Scarface)

Like that white bitch with the bob, I'll be your main one (Your main onе)

Let's take this argument back up to my placе (My place)

Sex remind you I'm not-violent, I'm your day one (Day one)

We ain't had shit, yeah, it was magic, yeah

Smash and grab shit, yeah

Nasty habits take a hold when you not here

Ain't a home when you not here

Hard to grow when you not here, I'm sayin'",
708,David Guetta,I'm Good (Blue),"
Don't you know I'm good, yeah, I'm feelin' alright


You know I'm down for whatever tonight

I don't need the finer things in life

No matter where I go, it's a good time, yeah

And I, I don't need to sit in VIP

Middle of the floor, that's where I'll be

Ain't gotta love but that's enough for me, yeah",
709,Sam Smith,Unholy,"
Lucky, lucky girl, she got married to a boy like you

She'd kick you out if she ever, ever knew

'Bout all the **** you tell me that you do

Dirty, dirty boy, you know everyone is talking on the scene

I hear them whisperin' 'bout the places that you been

And how you don't know how to keep your business clean


Mummy don't know daddy's getting hot

At the body shop

Doing somethin' unholy

He's sat back while she's droppin' it

She'd be poppin' it

Yeah, she put it down slowly

Oh, eh, oh, eh, oh, he left his kids at home

Eh, oh, eh, oh, so he can get that-

Mummy don't know daddy's getting hot

At the body shop (Hehe)

Doing somethin' unholy (Woo)",
710,Morgan Wallen,You Proof,"
I need something ""You proof""

Something stronger than I'm used to

Yeah, I've been pullin' 90 to 100

Feel like nothing's gonna cut it, that's the hard truth

Yeah, I need something ""You proof""

Aw, I need something ""You proof""


Poured 'em up 'til they're shutting 'em down, yeah

You never ain't not around, yeah

Don't matter what time or town, I can't get you gone

Turned the bar, yeah, upside down

Just lookin' for somethin' that does it

I'd give up all my money",
712,Drake,Rich Flex,"
21, can you do somethin' for me? (21)

Can you hit a lil' rich flex for me? (21)

And 21, can you do somethin' for me? (21, 21)

Drop some bars to my pussy ex for me

Then 21, can you do somethin' for me? (Yeah)

Can you talk to the opps necks for me? (Okay)

21, do your thing 21, do your thing (21)

Do your thing, 21, yeah okay


Yellow diamonds in the watch, this shit cost a lot

Never send a bitch your dot, that's how you get shot

I DM in vanish mode, I do that shit a lot

Took her panties off and this bitch thicker than the plot

All my exes ain't nothin', them hoes busted

If my opps ain't rappin', they ass duckin'

You ain't ready to pull the trigger, don't clutch it

I know you on your period baby, can you suck it?

I'm a savage (21)

Smack her booty in Magic

I'll slap a pussy nigga with a ratchet

I might slap a tracker on his whip and get the addy (Pussy)

Don't call me on Christmas Eve, bitch, call your daddy (21)

Bitch, call your uncle (21), bitch, don't call me (21)

Always in my L, your ho a freak (Fuck)

Why my opps be posting guns and only use they feet? (21)

Paid like an athlete, I got—",
713,Harry Styles,As It Was,"
In this world, it's just us

You know it's not the same as it was

In this world, it's just us

You know it's not the same as it was

As it was, as it was

You know it's not the same


Answer the phone

""Harry, you're no good alone

Why are you sitting at home on the floor?

What kind of pills are you on?""

Ringin' the bell

And nobody's coming to help

Your daddy lives by himself

He just wants to know that you're well, oh-oh-oh",
714,Bailey Zimmerman,Rock and a Hard Place,"
A rock and a hard place

Red wine and mistakes

Tears rollin' down your face

When I walked out that door

That’s when I lost it

Midnight in Austin

Damn, I'm exhausted

What the hell's this all for?

Is this where it mеnds or it breaks?

Between a rock and a hard place


For thе record (Shit)

Throwin' in the towel takes some effort

So I’d rather ride it out for better weather

Together",
715,Chris Brown,Under the Influence,"
Baby, you, yeah

Riding through, yeah

Bring it over to my place

And you be like

""Baby, who cares?""

But I know you care

Bring it over to my place


You don't know what you did, did to me

Your body lightweight, speaks to me

I don't know what you did, did to me

Your body lightweight, speaks to me",
716,Taylor Swift,Cruel Summer,"
Killing me slow, out the window

I'm always waiting for you to be waiting below

Devils roll the dice, angels roll their eyes

What doesn't kill me makes me want you more


And it's new, the shape of your body

It's blue, the feeling I've got

And it's ooh, whoa oh

It's a cruel summer

It's cool, that's what I tell 'em

No rules, unbreakable heaven

But ooh, whoa oh

It's a cruel summer

With you",
717,Morgan Wallen,Thinkin' Bout Me,"
When you're tasting what he's drinking, are you thinkin' 'bout me?

When you're ridin' where he's drivin', are you missing my street?

Every time you close your eyes, tell me, who do you see?

When you're tasting what he's drinking, are you thinkin' 'bout me?

Comin' over tonight, wish that truck in your driveway was mine

It's like you know it's supposed to be

When you're up in his bed, am I up in your head?

Makin' you crazy, tell me, baby, are you thinkin' 'bout me?

Are you thinkin' 'bout, are you thinkin' 'bout

When you're tasting what he's drinking, are you thinkin' 'bout me?


Do you hide your phone? Did you change my name?

When he wants to go to our go-to place

Do you tell him you came then go out of your way

To be somewhere, any damn where I ain't",
718,PinkPantheress,Boy's a Liar Pt. 2,"
Every time I pull my hair

Well, it's only out of fear (Only out of fear)

That you'll find me ugly

And one day you'll disappear because

What's the point of crying?

It was nеver even lovе (It was never even love)

Did you ever want me?

Was I ever good enough? (Ever good enough?)


The-the boy's a liar, the boy's a liar

He doesn't see ya, you're not looking at me, boy

The boy's a liar, the boy's a liar

He doesn't see ya, you're not looking at me, boy",
719,Toosii,Favorite Song,"Yeah, I'm on the stage right now
Singin' your favorite song
Look in the crowd
And you're nowhere to be found as they sing along
I say you look good without no makeup
No lashes, even better when you wake up

Uh-uh-uh

I see the look on your face

I see you hidin' the hate

I see you lookin' for someone to scoop you right off of your feet

You wanna ride in a Wraith

You wanna go out on dates

You want somebody to come bring you flowers

Someone to talk to for hours

Wash your back while y'all sit in the shower, yeah

Someone to tell you, ""You're beautiful""

Someone to tell you and mean it

Someone to tell you, ""I love you"" every day

And don't got a reason

You want someone to bring you peace, uh

Someone to help you sleep, yeah

Someone to pick you up when you're feelin' down, feelin' lonely

Need somebody who can make it better

Somebody who can open up those gates

Open up those gates to your heart

Only if you'll let me

I'm on the stage right now

Singin' your favorite song

Look in the crowd

And you're nowhere to be found as they sing along

I say you look good without no makeup

No lashes even better when you wake up

Uh-uh-uh

I see the look on your face

I see you lookin' for peace

I see you tired of the hurt

Tired of the pain

Tired of the nights where you can't get no sleep

I see you're tired thinkin' 'bout if he cheat

See you're tired thinkin' 'bout if you leavin'

See you're tired of bein' so tired

And you damn sure ain't gettin' even

Need somebody

Who can make it better

Somebody

Who can open up those gates

Open up those gates to your heart

Only if you'll let me

I'm on the stage right now

Singin' your favorite song

Look in the crowd

And you're nowhere to be found as they sing along

I say you look good without no makeup

No lashes even better when you wake up

Uh-uh-uh",
720,Morgan Wallen,Thought You Should Know,"
I thought you should know

That all those prayers you thought you wasted on me

Must've finally made their way on through

I thought you should know

I got me a new girl down in Jefferson City, and

She lets me fish whenever I want to

Yeah, I'm still proud of where I came from

Still your only damn son

Can you believe I'm on the radio?

Just thought you should know, thought you should know, thought you should know


Oh, by the way, Momma, didn't mean to ramble on ya

How's everything back at home?

Yeah, how's that garden comin'?

Is dad still doing dumb shit?

And how'd he keep you this long?

Yeah, I'm sorry that I called you so late

I just miss you but anyways",
721,Kane Brown,Thank God,"
Hand on the Bible

Don't know how I got you

But I couldn't ask for more

Girl, what we got's worth thanking God for


So, thank God

I get to wake up by your side and thank God

Your hand fits perfectly in mine and thank God

You loved me when you didn't have to

But you did and you do and He knew

Thank God for giving me you

Oh, yeah, thank God

Thank God for giving me you (Oh, yeah-yeah, yeah)",
722,Miguel,Sure Thing,"
If you be the cash

I'll be the rubberband

You be the match

Imma be your fuse

Boom! 

Painter baby you

Could be the muse

I'm the reporter baby

You could be the news

Cause your the cigarrette

And I'm the smoker

We raise a bet... 

Cause your a joker

Truth tho... 

You are the chalk

And I could be the blackboard

And you can be the talk

And I could be the walk


Even when the sky comes falling

Even when the sun don't shine

I got faith in you and I

So put your pretty little hand in mine

Even when we're down to the wire babe

Even when it's do or die

We can do it baby simple and plain

This love is a sure thing",
723,Lil Durk,All My Life,"
All my life (All my life)

They been tryin' to keep me down (They been tryna keep me down)

All this time (All this time)

Never thought I would make it out (Never thought I'd make it out)

They couldn't break me, they couldn't break mе (No, no)

They couldn't take me, thеy couldn't take me (No)

All my life (All my life)

They been tryin' to keep me down (They been tryna keep me down)


I decided I had to finish

But the media called me a menace

I done sat with the mayor and politicians, I'm tryna change the image

You can't blame my past no more, I come from the trenches

Some said I'd never be a superstar, but I know I'm different (No, no, no)

I'm The Voice, but the system ain't give me a choice

Know some people that's still unemployed

I know a felon who tryna get FOID

Child support your only support

For a visit, I'm goin' through courts

Went to jail, they was chainin' me up

And you know that I'm famous as fuck

See how you gon' joke about stimulus?

But they really had came in the clutch

I know some kids wanna hurt theyself

Stop tryna take drugs, I refer to myself

Tryna better myself, tryna better my health but",
724,Eslabon Armado,Ella Baila Sola,"
Y ahí te va, mija

Y pura Doble P, viejo

Así nomás, compa Pedro

Puro Eslabon Armado

Pa' las plebitas

¡Cha-chau!


No soy un vato que tiene varo

Pero hablando del corazón te cumplo todo

Me agarró pegadito dе su mano

Mi compa ni se la creyó, que al pasar fui yo

Su cuеrpo, juro por Dios, que era tan perfecta

Su cinturita como modelo

Sus ojos desde el principio me enamoraron

A ella le gusto y a mí me gusta",
726,Lil Uzi Vert,Just Wanna Rock,"
Ha, 1600 block, I just wanna rock (Shake it down)

I just wanna, ah, ah, ah, ah, ah, ah, ah

I just wanna rock, body-ody, yeah (Shake it down)

Shawty got that body-ody, ah, ah, ah (Shake it down)

Hit it once, no ties (Shake it-shake it)

How the fuck you gon' kill my vibe? (Shake it down)

Stand on my money, don’t know my size (Shake it-shake it)

Pick them sides, and you better choose wisely (Shake it-shake it down-down)

That's my high, one, two, three, four, throw up the five (Shake it-shake it)

That's my high


Damn

Damn (One, two, three, four, throw up the five)

(MC, make another hit) Woah

This ain't what you want (Project-Project X)

This ain't what you want

This ain't what you want",
727,Beyoncé,Cuff It,"
We gon' fuck up the night, black lives

Spaceships fly (Spaceships fly)

Unapologetic when we fuck up the night, fuck up the night

We gettin' fucked up tonight

We gon' fuck up the night


Bet you you'll see far, bet you you'll see stars

Bet you you'll elevate, bet you you’ll need God

’Cause I feel like falling in love

I'm in the mood to fuck something up

’Cause we gon' fuck up the night",
728,Olivia Rodrigo,Vampire,"
'Cause I've made some real big mistakes

But you make the worst one look fine

I should've known it was strange

You only come out at night

I used to think I was smart

But you made me look so naïve

The way you sold me for parts

As you sunk your teeth into me, oh

Bloodsucker, famefucker

Bleedin' me dry like a goddamn vampire


And every girl I ever talked to told me you were bad, bad news

You called them crazy, God, I hate the way I called 'em crazy too

You're so convincing

How do you lie without flinching?

(How do you lie? How do you lie? How do you lie?)

Oh, what a mesmerizing, paralyzing, fucked up little thrill

Can't figure out just how you do it and God knows I never will

Went for me and not her

'Cause girls your age know better",
729,Gunna,FukUMean,"
Ha, ha, ha, ha

Ha, ha, ha, ha


Fuck you mean?

Young Gunna Wunna, they workin' my nerves

I'm about to pour up some syrup

Fucking this bitch like a perv'

Smack from the back, grab her perm

Ice, the burr, uh, shittin' on all you lil' turds

Can't take that dick, wait your turn

In my own lane, we can't merge

Suck with no hands, you can learn

Let's see how much you can earn

Watch me go big like thе Worm

And I ain't smokin' no sherm

I'm in this bitch with P Litty

QP, QP-ski

All of my bitches is pretty, thеy showin' they titties, it's up to the ceilin'

I let her run through a million, I rock with her really, let's fuck on a billion

I'ma get down to the gritty, then fuck up the city, the home of the villains

Ecstasy, wonderful feelin'

Smoke out the pound when I'm chillin'

Trappin', I made me a killin'

Look, I got everybody wishin'

I hope you play your position

I don't want nobody listenin'

I see the ho with precision

Get rich my only decision",
730,Taylor Swift,Lavender Haze,"
I've been under scrutiny (yeah oh yeah)

You handle it beautifully (yeah oh yeah)

All this shit is new to me (yeah oh yeah)


I feel a lavender haze creeping up on me

So real

I'm damned if I do give a damn what people say

No deal

The 1950s shit they want for me",
731,Coi Leray,Players,"
Yeah, 'bout to catch another flight

Yeah, the apple bottom make him wanna bite

Yeah, I just wanna have a good night

I just wanna have a good night

Hold up, if you don't know, now you know

If he broke, then you gotta let him go

You could have anybody, eeny, miny, moe

'Cause when you a boss, you could do what you want


Yeah, 'cause girls is players too

Uh, yeah, yeah, 'cause girls is players too (Keep it player, baby)

'Cause girls is players too

Bitches gettin' money all around the world 'cause girls is players too",
732,Jelly Roll,Need a Favor,"
I know Amazing Grace, but I ain't been livin' them words

Swear I spend most Sundays, drunk off my ass, than I have in church

Hard cover King James only been savin' dust on the nightstand

And I don't know what to say by the time I fold my hands


I only talk to God when I need a favor

And I only pray when I ain't got a prayer

So, who the hell am I, who the hell am I

To expect a Savior o-o-oh

If I only talk to God when I need a favor

God I need a favor

Amen. Amen.",
733,Dua Lipa,Dance the Night,"
'Cause every romance shakes and it bends

Don't give a damn

When the night's here, I don't do tears

Baby, no chance


I could dance, I could dance, I could dance",
734,Luke Combs,Love You Anyway,"
There's just some things that leave a man no choice

Like a compass needle needing its true north

Even if I knew the day we met you'd be the reason this heart breaks

Oh, I'd love you anyway


I know just tryin' to write a song

I run the risk that I could get your perfect wrong

And well I guess what I'm tryin' to say

Is there ain't words been made could shoulder so much weight

And if you turned your back on me and walked away

Not a thing about the way I feel would change",
735,Morgan Wallen,One Thing at a Time,"
I can either burn the bar down

Or I can take your number out my phone

I can give you up right now

And never want you back long as I'm half-stoned

If you want me to quit you, want me to get you

Outta my heart and, baby, off my mind

I hate to tell you, girl, but I'm only quittin' one thing at a time


I know I got me some problems

About a thousand memories I gotta forgеt

But if I'm gonna solve 'em

Baby, I'lI take all thе help I can get",
737,Steve Lacy,Bad Habit,"
I bite my tongue, it's a bad habit

Kinda mad that I didn't take a stab at it

Thought you were too good for me, my dear

Never gave me time of day, my dear

It's okay, things happen for

Reasons that I think are sure, yeah


I wish I knew, I wish I knew you wanted me (I wish I knew)

I wish I knew (Oh), I wish I knew you wanted me

I wish I knew (Yeah), I wish I knew you wanted me (Oh)

I wish I knew, I wish I knew you wanted me",
738,Yng Lvcas,La Bebé,"Hoy es noche de estar soltera
Le gusta el perreo y bailar de cerca
Me encanta cuando bellaquea
Quiere que la toque, pe-ro sabes ti
Que esta noche estás pa' mí
Ven, trépate encima 'e mí, manda la ubi', paso por ti

Quiere que le ponga música

Pa' que baile hasta abajo la bebé (la bebé, la bebé)

Bebimos un par de botellas

Y aun así recuerda que lo hicimo' ayer

Quiere que le ponga música

Pa' que baile hasta abajo la bebé (la bebé, la bebé)

Bebimos un par de botellas

Y aun así recuerda que lo hicimo' ayer

No se le ha olvidado cómo la pasamos

Fuimos a la disco y los dos bailamos pegados

Como perros pegaos, besos y par de tragos

Se quedó a mi lado y dijo: ""creo me he enamorado""

Ella fuma, ella toma

Es diablita, chiquita, pero picosa

Me encanta cuando el pantalón me lo rosa

A ella le encanta, se ve en su cara lo goza

Tiene novio y no se comporta

Me dice: ""tranqui, que la relación 'ta rota""

Nuestros cuerpos chocan y chocan

Se juntan las bocas, los leggings le ahorcan

Quiere que le ponga música

Pa' que baile hasta abajo la bebé (la bebé, la bebé)

Bebimos un par de botellas

Y aun así recuerda que lo hicimo' ayer

Quiere que le ponga música

Pa' que baile hasta abajo la bebé (la bebé, la bebé)

Bebimos un par de botellas

Y aun así recuerda que lo hicimo' ayer, ayer, ayer

Y te movias muy bien, muy bien

Y se impregnó el olor de Chanel

Tamos 1000 grados farenheit

Está buena y de cara bonita

Le pones música y solita se excita

Pa' la fiesta nunca se limita

Par de amigas, completa la cuadrilla

Pero tú, mamá, sabes, me mamas

Loca, ven pa'cá, pégate hasta atrás

Nos vamos tú y yo en un viaje fugaz

Interestellar, comerte toda

Fumaremos los dos marihuana

En el cuarto, en la azotea y en mi cama

Nena, creo te llaman, contesta mañana

Que no se apague la flama

Llama a los bomberos, que el cuarto se va a incendiar

De tanto calor creo que nos vamos a desmayar

Chica, ven pa'cá, que te voy a bellaquear

Ojitos chinitos como dice Don Omar

La bebé, la bebé

Y hasta abajo la bebé

Hasta abajo la bebé

Hasta abajo la bebé

Hasta abajo la bebé-bé-bé-bé

Quiere que le ponga música

Pa' que baile hasta abajo la bebé (la bebé, la bebé)

Bebimos un par de botellas

Y aun así recuerda que lo hicimo' ayer

Quiere que le ponga música

Pa' que baile hasta abajo la bebé (la bebé, la bebé)

Bebimos un par de botellas

Y aun así recuerda que lo hicimo' ayer",
739,Jvke,Golden Hour,"
With the love of my life

She's got glitter for skin

My radiant beam in the night

I don't need no light to see you


Shine

It's your golden hour

You slow down time

In your golden hour",
740,Bailey Zimmerman,Religiously,"
Remember watchin' you play me our song on guitar, I thought I'd marry you

Act like I'm happier now but all of my friends know that ain't the truth

And lately life's been good to me

Momma's healthy and I'm helpin' out the whole family

A lot of people know my name, I made a little change

But that don't mean nothin'


'Cause now I'm in this cold bright light

And this don't even feel like life

'Cause I don't have the only woman who believed in me

Religiously (Religiously)

And now I'm in the back of the church

Praying hard just to stop the hurt

'Cause I don't have the only woman who was there for me

Religiously (Religiously)",
741,Drake,Spin Bout U,"
The way you make me feel thеse days

Somethin' gettin' dropped for you, baby girl

Smoke a nigga top for you, baby girl

Burn somebody block for you

The way you make me feel these days

Comin' out my body for you, baby girl

Wipe him like he snotty for you, baby girl

Comin' out my body for you


Damn, just turned on the news and seen that men who never got pussy in school

Are makin' laws about what women can do

I gotta protect ya, I'm a made man, tied in, all the way, baby

So I gotta respect ya

Niggas put hands on you in the past, insecure because your body is pressure

Four words when I think about them is crusty, musty, dusty, rusty

Eight words when I think about us is fuck me, fuck me, fuck me, fuck me

Disrespect ya and I'll smack 'em

The texts that you send in captions

The videos we got ever leak, we goin' viral or goin' platinum

Don't worry 'bout your friend's story when I had her alone

She gon' try and put some extras on it, take you out of your zone

You know how it goes when they can't get a reservation up in Carbone

They gon' tell you it's a chill night, tell you how they'd rather stay home, yeah

Jealous-ass hoes, yeah

And I know what I said 'bout bein' in Vogue

But just like that R&B group from the '90s

Girl, one call, I'll get you in Vogue

One call, you in runway shows

One call, I'm sittin' front row

One wrong call from your ex nigga sayin' dumb shit'll get him sent home

One call and my niggas ten toes

Down to go wherever I say go

Even if we gotta travel 'cross the globe

Down to take you to the end of the road, for real",
742,Fifty Fifty,Cupid,"
I'm feeling lonely (Lonely)

Geuman hilkkeutdaego malhaejwoyo hold me (Hold me)

Dasi crying in my room

Sumgigo sipeo (Say what you say, but I want it more)

But still I want it more, more, more


I gave a second chance to Cupid

Neol mideun naega jeongmal stupid

Boyeojulge sumgyeowatdeon love, is it real?

Cupid is so dumb",
745,Jordan Davis,Next Thing You Know,"
That she ain't movin' in

Next thing you know

There's a U-Haul trailer

Next thing you know

Your old apartment

Is y'all's new place

There goes the carpet

But the deer head stays


Next thing you know

You're savin' money like never before, just to

Spend it all at a jewelry store, gettin'

Down on one knee on her mama's porch

Just prayin' she don't say no

Next thing you know

Your best man gives a half-drunk speech and you're

Sunburnt on a honeymoon beach and you're

Left hand's gettin' used to that ring

And there the next two or three years go

Next thing you know",
746,Raye,Escapism,"
Just a heart broke bitch

High heels six inch

In the back of the nightclub, sipping champagne

I don't trust any of these bitches I'm with

In the back of the taxi sniffing cocaine

Drunk calls, drunk texts, drunk tears, drunk sex

I was looking for a man who's on the same page

Now it's back to the intro, back to the bar

To the Bentley, to the hotel, to my old ways


'Cause I don't wanna feel how I did last night

I don't wanna feel how I did last night

Doctor, doctor, anything, please

Doctor, doctor, have mercy on me

Take this pain away

You're asking me my symptoms, doctor

I don't wanna feel",
747,Grupo Frontera,Un x100to,"
Y yo pensando si decirte que me queda un porciento

Y lo usaré solo para decirte lo mucho que lo siento

Que si me ven con otra en una disco solo es perdiendo el tiempo

Baby pa' que te miento

Eso de que me vieron feliz no lo es cierto


Bad Bunny

Ey. Hace tiempo no pensaba en ti

Borracho en tu insta me metí

Baby ya yo se que a ti te va bien

Que de mi tu no quieres saber

Ey ey",
748,Stephen Sanchez,Until I Found You,"
Georgia, pulled me in, I asked to...

Love her, once again

You fell, I caught you

I'll never let you go again, like I did

Oh, I used to say


""I would never fall in love again, until I found her""

I said, ""I would never fall, unless it's you I fall into""

I was lost within the darkness, but then I found her

I found you",
